 Gene	Chromosome	Start	End	GC	Type
HORVU1Hr1G066970	chr1H	475055963	475059500	57.89	protein_coding
HORVU1Hr1G080000	chr1H	524300050	524300793	61.16	protein_coding
HORVU1Hr1G062970	chr1H	452221956	452229980	43.36	protein_coding
HORVU1Hr1G062420	chr1H	449681223	449682001	55.71	protein_coding
HORVU1Hr1G001710	chr1H	3810964	3816638	53.54	protein_coding
HORVU1Hr1G016800	chr1H	56125065	56125277	54.46	protein_coding
HORVU1Hr1G042370	chr1H	306648037	306654314	41.18	protein_coding
HORVU1Hr1G021560	chr1H	87332393	87349620	42.46	protein_coding
HORVU1Hr1G020000	chr1H	76984039	76992770	40.03	protein_coding
HORVU1Hr1G022550	chr1H	96388027	96393952	43.86	protein_coding
HORVU1Hr1G079860	chr1H	523952808	523956879	48.2	protein_coding
HORVU1Hr1G011650	chr1H	28135415	28140466	45.78	protein_coding
HORVU1Hr1G000520	chr1H	1415876	1422042	47.04	protein_coding
HORVU1Hr1G066980	chr1H	475289369	475294449	49.81	protein_coding
HORVU1Hr1G054130	chr1H	399500296	399502393	48.15	protein_coding
HORVU1Hr1G072430	chr1H	497659687	497669017	44.52	protein_coding
HORVU1Hr1G078940	chr1H	521766435	521769082	53.21	protein_coding
HORVU1Hr1G059350	chr1H	432715786	432721754	43.22	protein_coding
HORVU1Hr1G057260	chr1H	418909918	418913431	41.89	protein_coding
HORVU1Hr1G040660	chr1H	287303840	287316548	47.89	protein_coding
HORVU1Hr1G049760	chr1H	368411692	368418284	54.67	protein_coding
HORVU1Hr1G049160	chr1H	364657305	364658450	54.45	protein_coding
HORVU1Hr1G080460	chr1H	525409238	525414276	44.41	protein_coding
HORVU1Hr1G030460	chr1H	174882625	174893840	44.32	protein_coding
HORVU1Hr1G078250	chr1H	519629468	519641377	45.71	protein_coding
HORVU1Hr1G073280	chr1H	502236455	502240099	46.34	protein_coding
HORVU1Hr1G016430	chr1H	52356270	52374761	50.71	protein_coding
HORVU1Hr1G070780	chr1H	491333877	491336630	51.27	protein_coding
HORVU1Hr1G079930	chr1H	524009316	524015885	40.33	protein_coding
HORVU1Hr1G081300	chr1H	527443694	527446128	57.25	protein_coding
HORVU1Hr1G048000	chr1H	355335033	355345795	40.45	protein_coding
HORVU1Hr1G001910	chr1H	4160980	4164966	43.67	protein_coding
HORVU1Hr1G067870	chr1H	479563700	479564583	55.2	protein_coding
HORVU1Hr1G075640	chr1H	511720502	511726837	43.97	protein_coding
HORVU1Hr1G044790	chr1H	325180011	325184378	47.07	protein_coding
HORVU1Hr1G006860	chr1H	13574504	13581973	42.74	protein_coding
HORVU1Hr1G073300	chr1H	502678559	502680680	61.4	protein_coding
HORVU1Hr1G044890	chr1H	326065310	326068060	50.53	protein_coding
HORVU1Hr1G022290	chr1H	93760143	93763447	50.14	protein_coding
HORVU1Hr1G039150	chr1H	273601271	273604169	0	nontranslating_CDS
HORVU1Hr1G025280	chr1H	121597291	121609076	44.17	protein_coding
HORVU1Hr1G068080	chr1H	480050329	480052153	56.55	protein_coding
HORVU1Hr1G042840	chr1H	310802997	310803260	42.05	protein_coding
HORVU1Hr1G042140	chr1H	304456658	304465551	42.55	protein_coding
HORVU1Hr1G083220	chr1H	531389242	531398089	50.66	protein_coding
HORVU1Hr1G080330	chr1H	525023895	525026484	50.46	protein_coding
HORVU1Hr1G021230	chr1H	85356671	85366890	43.17	protein_coding
HORVU1Hr1G043890	chr1H	319978255	319979652	61.09	protein_coding
HORVU1Hr1G022190	chr1H	92993069	92999741	42.33	protein_coding
HORVU1Hr1G019500	chr1H	73807416	73810946	45.34	protein_coding
HORVU1Hr1G041790	chr1H	299740681	299751249	43.34	protein_coding
HORVU1Hr1G025370	chr1H	123287176	123303111	47.99	protein_coding
HORVU1Hr1G083720	chr1H	532367085	532371148	46.31	protein_coding
HORVU1Hr1G006920	chr1H	13601616	13602984	55.07	protein_coding
HORVU1Hr1G030390	chr1H	174189432	174192319	47.89	protein_coding
HORVU1Hr1G072180	chr1H	496442865	496446585	49.58	protein_coding
HORVU1Hr1G038060	chr1H	261762391	261773856	39.74	protein_coding
HORVU1Hr1G055400	chr1H	406200335	406204197	44.08	protein_coding
HORVU1Hr1G079680	chr1H	523579671	523586113	41.97	protein_coding
HORVU1Hr1G038280	chr1H	264587160	264593267	39.47	protein_coding
HORVU1Hr1G024710	chr1H	115706038	115708321	44.31	protein_coding
HORVU1Hr1G066050	chr1H	469802123	469807393	0	nontranslating_CDS
HORVU1Hr1G063930	chr1H	457841129	457846914	45.3	protein_coding
HORVU1Hr1G004960	chr1H	10739577	10746629	42.93	protein_coding
HORVU1Hr1G051050	chr1H	378882289	378884507	56.65	protein_coding
HORVU1Hr1G064460	chr1H	461518259	461522552	45.95	protein_coding
HORVU1Hr1G028900	chr1H	159594352	159598060	47.18	protein_coding
HORVU1Hr1G011150	chr1H	26485431	26492426	44.91	protein_coding
HORVU1Hr1G077990	chr1H	518982470	518987100	44.25	protein_coding
HORVU1Hr1G049590	chr1H	367453218	367457789	42.96	protein_coding
HORVU1Hr1G076700	chr1H	515246836	515250425	47.12	protein_coding
HORVU1Hr1G021120	chr1H	84326638	84338957	48.59	protein_coding
HORVU1Hr1G005350	chr1H	11554370	11556298	38.88	protein_coding
HORVU1Hr1G084700	chr1H	534275162	534281504	41.9	protein_coding
HORVU1Hr1G054520	chr1H	402679247	402683032	50.16	protein_coding
HORVU1Hr1G021160	chr1H	84405715	84407984	47.97	protein_coding
HORVU1Hr1G021250	chr1H	85510486	85511891	48.72	protein_coding
HORVU1Hr1G042020	chr1H	303510485	303516000	40.57	protein_coding
HORVU1Hr1G030630	chr1H	177761587	177766707	0	nontranslating_CDS
HORVU1Hr1G002340	chr1H	4675054	4682504	42.21	protein_coding
HORVU1Hr1G053130	chr1H	393164088	393166705	47.25	protein_coding
HORVU1Hr1G011840	chr1H	28822521	28827237	43.67	protein_coding
HORVU1Hr1G033810	chr1H	216718942	216719430	42.94	protein_coding
HORVU1Hr1G011300	chr1H	27069862	27075385	45.08	protein_coding
HORVU1Hr1G045160	chr1H	328111808	328120008	47.02	protein_coding
HORVU1Hr1G009900	chr1H	22166621	22176854	40.44	protein_coding
HORVU1Hr1G082900	chr1H	530744050	530752626	46.31	protein_coding
HORVU1Hr1G076500	chr1H	514392712	514395676	39.26	protein_coding
HORVU1Hr1G031420	chr1H	188829091	188831521	54.75	protein_coding
HORVU1Hr1G024170	chr1H	108166411	108190963	44.06	protein_coding
HORVU1Hr1G081130	chr1H	527189670	527189978	43.69	protein_coding
HORVU1Hr1G056430	chr1H	413953448	413958410	43.52	protein_coding
HORVU1Hr1G039790	chr1H	280248120	280253492	44.39	protein_coding
HORVU1Hr1G031180	chr1H	184946467	184957034	42.91	nontranslating_CDS
HORVU1Hr1G067000	chr1H	475310599	475316051	43.43	protein_coding
HORVU1Hr1G063250	chr1H	454201689	454213648	51.05	protein_coding
HORVU1Hr1G002850	chr1H	5879163	5910904	47.59	protein_coding
HORVU1Hr1G001860	chr1H	4132589	4146988	44.99	protein_coding
HORVU1Hr1G075160	chr1H	510048982	510050695	57.93	protein_coding
HORVU1Hr1G084230	chr1H	533306073	533306994	38.72	protein_coding
HORVU1Hr1G049860	chr1H	369090273	369095514	45.5	protein_coding
HORVU1Hr1G019650	chr1H	74327137	74338337	45.13	protein_coding
HORVU1Hr1G000710	chr1H	1910919	1914393	45.38	protein_coding
HORVU1Hr1G011950	chr1H	29583404	29584107	58.79	protein_coding
HORVU1Hr1G016080	chr1H	49254623	49256601	50.83	protein_coding
HORVU1Hr1G069580	chr1H	486189875	486190546	63.24	protein_coding
HORVU1Hr1G063220	chr1H	454083315	454093879	42.02	protein_coding
HORVU1Hr1G063700	chr1H	456588164	456594397	41.48	protein_coding
HORVU1Hr1G019410	chr1H	73282592	73284335	0	nontranslating_CDS
HORVU1Hr1G060140	chr1H	437275262	437279877	44.25	protein_coding
HORVU1Hr1G033390	chr1H	213203278	213205645	44.3	protein_coding
HORVU1Hr1G076470	chr1H	514255124	514268015	44.43	protein_coding
HORVU1Hr1G058580	chr1H	427649197	427655495	41.31	protein_coding
HORVU1Hr1G022790	chr1H	98557721	98564547	42.86	protein_coding
HORVU1Hr1G018840	chr1H	70339067	70347359	40.74	protein_coding
HORVU1Hr1G063470	chr1H	455657401	455662021	50.5	protein_coding
HORVU1Hr1G027440	chr1H	139856340	139856579	52.92	protein_coding
HORVU1Hr1G063610	chr1H	456416415	456421502	54.72	protein_coding
HORVU1Hr1G082820	chr1H	530530018	530532965	66.25	protein_coding
HORVU1Hr1G070710	chr1H	490940150	490941780	61.56	protein_coding
HORVU1Hr1G063010	chr1H	452788634	452791621	42.9	protein_coding
HORVU1Hr1G005360	chr1H	11579708	11582821	49.55	protein_coding
HORVU1Hr1G068960	chr1H	482736321	482746990	44.38	protein_coding
HORVU1Hr1G010390	chr1H	23817223	23824219	46.25	protein_coding
HORVU1Hr1G077850	chr1H	518779182	518785800	49.07	protein_coding
HORVU1Hr1G056010	chr1H	410432382	410437741	48.64	protein_coding
HORVU1Hr1G060290	chr1H	438748873	438750009	57.52	protein_coding
HORVU1Hr1G028170	chr1H	148724184	148726408	52.99	protein_coding
HORVU1Hr1G064080	chr1H	458614384	458616541	56.17	protein_coding
HORVU1Hr1G042060	chr1H	303930519	303946240	42.14	protein_coding
HORVU1Hr1G008830	chr1H	19466424	19474740	42.13	protein_coding
HORVU1Hr1G005150	chr1H	11222573	11224028	48.45	protein_coding
HORVU1Hr1G000830	chr1H	2237189	2244914	49.06	protein_coding
HORVU1Hr1G048450	chr1H	358992208	358994616	46.16	protein_coding
HORVU1Hr1G010910	chr1H	25920505	25922583	58.15	protein_coding
HORVU1Hr1G028810	chr1H	158547488	158578163	51.99	protein_coding
HORVU1Hr1G055740	chr1H	408567443	408571668	0	nontranslating_CDS
HORVU1Hr1G025960	chr1H	129332365	129337272	49.76	protein_coding
HORVU1Hr1G047730	chr1H	352856884	352866118	40.78	protein_coding
HORVU1Hr1G042560	chr1H	309265299	309284224	49.32	protein_coding
HORVU1Hr1G017860	chr1H	61749780	61749995	39.81	protein_coding
HORVU1Hr1G010670	chr1H	24655081	24658793	46.39	protein_coding
HORVU1Hr1G036990	chr1H	251207963	251259745	50.33	protein_coding
HORVU1Hr1G054210	chr1H	400681531	400683117	52.68	protein_coding
HORVU1Hr1G051330	chr1H	380632608	380635987	59.67	protein_coding
HORVU1Hr1G059010	chr1H	429994271	429998089	48.78	protein_coding
HORVU1Hr1G006890	chr1H	13586405	13591514	48.92	protein_coding
HORVU1Hr1G017220	chr1H	58325300	58329575	47.78	protein_coding
HORVU1Hr1G083970	chr1H	532955677	532962051	45.32	protein_coding
HORVU1Hr1G062240	chr1H	448612230	448615920	48.77	protein_coding
HORVU1Hr1G039230	chr1H	275000272	275006364	40.19	protein_coding
HORVU1Hr1G080920	chr1H	526671608	526675627	45.3	protein_coding
HORVU1Hr1G064970	chr1H	465039785	465043386	53.39	protein_coding
HORVU1Hr1G055140	chr1H	404646811	404650023	59.63	protein_coding
HORVU1Hr1G020470	chr1H	80827355	80832088	43.62	protein_coding
HORVU1Hr1G003940	chr1H	8465173	8469506	48.82	protein_coding
HORVU1Hr1G047560	chr1H	351842975	351844672	0	nontranslating_CDS
HORVU1Hr1G069830	chr1H	487103964	487106996	56.91	protein_coding
HORVU1Hr1G043660	chr1H	317210067	317216693	47.89	protein_coding
HORVU1Hr1G068320	chr1H	480958935	480963017	43.4	protein_coding
HORVU1Hr1G062480	chr1H	449920084	449924761	45.23	protein_coding
HORVU1Hr1G061790	chr1H	446873950	446883352	41.74	protein_coding
HORVU1Hr1G050740	chr1H	376375852	376380580	45.73	protein_coding
HORVU1Hr1G065250	chr1H	466760561	466767367	53.46	protein_coding
HORVU1Hr1G014880	chr1H	41518628	41520307	46.55	protein_coding
HORVU1Hr1G015130	chr1H	43536504	43551808	50.78	protein_coding
HORVU1Hr1G072290	chr1H	497024084	497026746	65.41	protein_coding
HORVU1Hr1G022050	chr1H	91835748	91838731	45.04	protein_coding
HORVU1Hr1G022250	chr1H	93523369	93554662	43.68	protein_coding
HORVU1Hr1G038730	chr1H	269371018	269372784	59.54	protein_coding
HORVU1Hr1G058520	chr1H	427165587	427169635	0	nontranslating_CDS
HORVU1Hr1G032500	chr1H	199676790	199698114	39.91	protein_coding
HORVU1Hr1G080610	chr1H	525714086	525715030	41.48	protein_coding
HORVU1Hr1G077630	chr1H	518064149	518071401	42.28	protein_coding
HORVU1Hr1G003270	chr1H	7136393	7138280	43.99	protein_coding
HORVU1Hr1G016660	chr1H	54541481	54545758	51.54	protein_coding
HORVU1Hr1G007930	chr1H	17203138	17208768	39.41	protein_coding
HORVU1Hr1G041950	chr1H	302666906	302667736	58.72	protein_coding
HORVU1Hr1G007600	chr1H	15611399	15615821	42.1	protein_coding
HORVU1Hr1G061160	chr1H	443422262	443440559	43.96	protein_coding
HORVU1Hr1G001120	chr1H	2649693	2763382	43.21	protein_coding
HORVU1Hr1G020420	chr1H	80475435	80478390	58.73	protein_coding
HORVU1Hr1G053070	chr1H	392287417	392290781	42.41	protein_coding
HORVU1Hr1G071580	chr1H	493984036	493991270	41.69	protein_coding
HORVU1Hr1G002060	chr1H	4269559	4277621	47.91	protein_coding
HORVU1Hr1G056650	chr1H	415362598	415364624	46.72	protein_coding
HORVU1Hr1G042510	chr1H	308765150	308777431	49.61	protein_coding
HORVU1Hr1G067080	chr1H	475940986	475942012	57.25	protein_coding
HORVU1Hr1G021180	chr1H	84464305	84465425	55.4	protein_coding
HORVU1Hr1G067100	chr1H	476056804	476062605	40.43	protein_coding
HORVU1Hr1G071710	chr1H	494490814	494493876	47.99	protein_coding
HORVU1Hr1G018750	chr1H	69966805	69971732	41.58	protein_coding
HORVU1Hr1G022710	chr1H	97474152	97478514	43	protein_coding
HORVU1Hr1G053900	chr1H	397858671	397861712	48.78	protein_coding
HORVU1Hr1G001760	chr1H	3870154	3874757	43.7	protein_coding
HORVU1Hr1G041710	chr1H	297935325	297938569	41.17	protein_coding
HORVU1Hr1G000020	chr1H	47106	50750	48.45	protein_coding
HORVU1Hr1G000060	chr1H	247518	254136	43.56	protein_coding
HORVU1Hr1G077890	chr1H	518818263	518820230	48.22	protein_coding
HORVU1Hr1G074940	chr1H	509508851	509513968	50.46	protein_coding
HORVU1Hr1G003230	chr1H	6994699	7004921	39.58	protein_coding
HORVU1Hr1G013820	chr1H	37374602	37382171	45.29	protein_coding
HORVU1Hr1G060100	chr1H	437148534	437151974	45.31	protein_coding
HORVU1Hr1G038920	chr1H	271622937	271625576	59.58	protein_coding
HORVU1Hr1G077230	chr1H	516783653	516787802	53.61	protein_coding
HORVU1Hr1G049810	chr1H	368818215	368824801	44.04	protein_coding
HORVU1Hr1G020170	chr1H	78611600	78616423	42.97	protein_coding
HORVU1Hr1G062820	chr1H	451716321	451728791	54.12	protein_coding
HORVU1Hr1G013600	chr1H	36438691	36461615	44.46	protein_coding
HORVU1Hr1G072890	chr1H	499561769	499564795	43.15	protein_coding
HORVU1Hr1G004020	chr1H	8576251	8579620	43.82	protein_coding
HORVU1Hr1G002990	chr1H	6282610	6286891	44.96	protein_coding
HORVU1Hr1G066790	chr1H	474011573	474014106	51.88	protein_coding
HORVU1Hr1G011420	chr1H	27448995	27453549	45.03	protein_coding
HORVU1Hr1G071320	chr1H	492696711	492697904	57.12	protein_coding
HORVU1Hr1G040930	chr1H	289310315	289313695	41.22	protein_coding
HORVU1Hr1G013040	chr1H	33441856	33445024	40.27	protein_coding
HORVU1Hr1G009950	chr1H	22563567	22568066	44.04	protein_coding
HORVU1Hr1G018930	chr1H	71393267	71400691	48.46	protein_coding
HORVU1Hr1G011490	chr1H	27842175	27843491	42.82	protein_coding
HORVU1Hr1G081030	chr1H	526845300	526848290	41.49	protein_coding
HORVU1Hr1G002470	chr1H	4990116	5039343	44.41	protein_coding
HORVU1Hr1G052030	chr1H	385658646	385659792	55.97	protein_coding
HORVU1Hr1G006940	chr1H	13690365	13695582	48.91	protein_coding
HORVU1Hr1G068240	chr1H	480747356	480749397	61.56	protein_coding
HORVU1Hr1G064300	chr1H	460018528	460021481	52.23	protein_coding
HORVU1Hr1G069080	chr1H	482868405	482874308	44.82	protein_coding
HORVU1Hr1G028540	chr1H	156168310	156169005	38.07	protein_coding
HORVU1Hr1G074890	chr1H	509306584	509312327	43.65	protein_coding
HORVU1Hr1G041170	chr1H	292430962	292432629	41.79	protein_coding
HORVU1Hr1G010940	chr1H	25940217	25947638	46.52	protein_coding
HORVU1Hr1G061690	chr1H	446122024	446125170	45.53	protein_coding
HORVU1Hr1G052420	chr1H	388540757	388544946	38.81	protein_coding
HORVU1Hr1G018500	chr1H	68165234	68168695	42.06	protein_coding
HORVU1Hr1G054590	chr1H	403272412	403275511	45.16	protein_coding
HORVU1Hr1G025690	chr1H	126940575	126946796	43.2	protein_coding
HORVU1Hr1G050290	chr1H	372851274	372853203	41.21	protein_coding
HORVU1Hr1G039090	chr1H	273233346	273236519	43.01	protein_coding
HORVU1Hr1G024640	chr1H	114810823	114815858	46.17	protein_coding
HORVU1Hr1G069380	chr1H	485163583	485166807	43.69	protein_coding
HORVU1Hr1G041720	chr1H	297991118	298005841	47.72	protein_coding
HORVU1Hr1G058020	chr1H	423126092	423131749	44.24	protein_coding
HORVU1Hr1G016630	chr1H	54280574	54285108	46.57	protein_coding
HORVU1Hr1G071350	chr1H	492923510	492924814	57.62	protein_coding
HORVU1Hr1G068520	chr1H	481517864	481522949	45.38	protein_coding
HORVU1Hr1G075540	chr1H	511126776	511133984	44	protein_coding
HORVU1Hr1G017730	chr1H	61130176	61132451	51.34	protein_coding
HORVU1Hr1G076380	chr1H	514008170	514016820	42.25	protein_coding
HORVU1Hr1G028920	chr1H	160008585	160012092	48.46	protein_coding
HORVU1Hr1G014730	chr1H	41056598	41082430	50.8	protein_coding
HORVU1Hr1G000270	chr1H	944056	947991	45.88	protein_coding
HORVU1Hr1G082140	chr1H	528753743	528754904	41.31	protein_coding
HORVU1Hr1G074590	chr1H	508562567	508569749	43.17	protein_coding
HORVU1Hr1G060480	chr1H	439169648	439175794	44.8	protein_coding
HORVU1Hr1G009040	chr1H	20178900	20182749	39.95	protein_coding
HORVU1Hr1G022750	chr1H	98022462	98027097	44.78	protein_coding
HORVU1Hr1G068750	chr1H	481963109	481966764	46.5	protein_coding
HORVU1Hr1G019290	chr1H	72311829	72320108	42.51	protein_coding
HORVU1Hr1G077590	chr1H	517838635	517844035	44.01	protein_coding
HORVU1Hr1G004230	chr1H	8929487	8937936	44.52	protein_coding
HORVU1Hr1G015820	chr1H	48461179	48465102	45.34	protein_coding
HORVU1Hr1G002540	chr1H	5079153	5080087	49.63	protein_coding
HORVU1Hr1G079890	chr1H	523958188	523971300	45.84	protein_coding
HORVU1Hr1G039540	chr1H	278245999	278260958	43.49	protein_coding
HORVU1Hr1G082690	chr1H	530175208	530180789	44.11	protein_coding
HORVU1Hr1G070450	chr1H	489728283	489731018	54.13	protein_coding
HORVU1Hr1G068940	chr1H	482719290	482727239	43.79	protein_coding
HORVU1Hr1G058540	chr1H	427391366	427399581	44.08	protein_coding
HORVU1Hr1G069620	chr1H	486467558	486655176	43.76	protein_coding
HORVU1Hr1G076970	chr1H	516124787	516132673	45.56	protein_coding
HORVU1Hr1G046780	chr1H	343506056	343506449	31.98	protein_coding
HORVU1Hr1G073130	chr1H	501294931	501298822	45.16	protein_coding
HORVU1Hr1G066910	chr1H	474618766	474619368	60.53	protein_coding
HORVU1Hr1G082030	chr1H	528567311	528569854	53.4	protein_coding
HORVU1Hr1G071130	chr1H	492194376	492199807	41.59	protein_coding
HORVU1Hr1G015040	chr1H	42490639	42497130	44.82	protein_coding
HORVU1Hr1G081260	chr1H	527328014	527333252	41.99	protein_coding
HORVU1Hr1G052160	chr1H	386658800	386662971	46.71	protein_coding
HORVU1Hr1G058440	chr1H	427021639	427022916	0	nontranslating_CDS
HORVU1Hr1G049420	chr1H	365874105	365875484	53.26	protein_coding
HORVU1Hr1G072870	chr1H	499380903	499382988	0	nontranslating_CDS
HORVU1Hr1G030200	chr1H	172950323	172956027	48.73	protein_coding
HORVU1Hr1G012870	chr1H	32431587	32431886	38	protein_coding
HORVU1Hr1G064640	chr1H	462584859	462589301	44.23	protein_coding
HORVU1Hr1G038680	chr1H	269209637	269220218	43.83	protein_coding
HORVU1Hr1G050310	chr1H	372854528	372856484	0	nontranslating_CDS
HORVU1Hr1G078340	chr1H	519993456	520001858	43.08	protein_coding
HORVU1Hr1G070220	chr1H	488758497	488762295	46.7	protein_coding
HORVU1Hr1G081400	chr1H	527655877	527658196	52.03	protein_coding
HORVU1Hr1G063640	chr1H	456555473	456570754	45.91	protein_coding
HORVU1Hr1G006770	chr1H	13499647	13518570	47.4	protein_coding
HORVU1Hr1G079510	chr1H	523230054	523236558	43.91	protein_coding
HORVU1Hr1G048720	chr1H	361583031	361592163	42.35	protein_coding
HORVU1Hr1G071890	chr1H	495202861	495210811	43.2	protein_coding
HORVU1Hr1G064050	chr1H	458306281	458306935	0	nontranslating_CDS
HORVU1Hr1G053340	chr1H	394411517	394417153	43.74	protein_coding
HORVU1Hr1G075220	chr1H	510332808	510333880	47.34	protein_coding
HORVU1Hr1G051440	chr1H	381206284	381213491	45.95	protein_coding
HORVU1Hr1G068010	chr1H	479966708	479969867	54.54	protein_coding
HORVU1Hr1G016490	chr1H	52765307	52769854	45.16	protein_coding
HORVU1Hr1G063330	chr1H	454529910	454536198	39.72	protein_coding
HORVU1Hr1G073400	chr1H	503256232	503257711	56.52	protein_coding
HORVU1Hr1G022720	chr1H	97479523	97484236	43.98	protein_coding
HORVU1Hr1G012460	chr1H	31344211	31349062	50.54	protein_coding
HORVU1Hr1G026780	chr1H	136785040	136787127	54.55	protein_coding
HORVU1Hr1G034570	chr1H	222088956	222130453	48.66	protein_coding
HORVU1Hr1G074260	chr1H	507544326	507546526	56.57	protein_coding
HORVU1Hr1G052040	chr1H	385752912	385757976	47.9	protein_coding
HORVU1Hr1G001500	chr1H	3519471	3520781	56.06	protein_coding
HORVU1Hr1G043500	chr1H	315816972	315818363	42.89	protein_coding
HORVU1Hr1G017020	chr1H	57260119	57261381	0	nontranslating_CDS
HORVU1Hr1G081490	chr1H	527800670	527806608	43.37	protein_coding
HORVU1Hr1G057180	chr1H	418575346	418582709	50.11	protein_coding
HORVU1Hr1G082650	chr1H	529969749	529974492	40.47	protein_coding
HORVU1Hr1G002970	chr1H	6275737	6372630	43.75	nontranslating_CDS
HORVU1Hr1G050840	chr1H	377081195	377090680	49.62	protein_coding
HORVU1Hr1G026570	chr1H	134877158	134878511	55.1	protein_coding
HORVU1Hr1G019740	chr1H	74543467	74545525	60.92	protein_coding
HORVU1Hr1G065910	chr1H	469365128	469367260	42.84	protein_coding
HORVU1Hr1G064030	chr1H	458173544	458174355	65.89	protein_coding
HORVU1Hr1G060770	chr1H	441051831	441063137	42.31	protein_coding
HORVU1Hr1G035090	chr1H	228930859	228933114	48.67	protein_coding
HORVU1Hr1G053610	chr1H	396628822	396632082	47.81	protein_coding
HORVU1Hr1G064630	chr1H	462186628	462193644	39.95	protein_coding
HORVU1Hr1G067820	chr1H	479101004	479109297	44.37	protein_coding
HORVU1Hr1G065830	chr1H	469199514	469203560	48.78	protein_coding
HORVU1Hr1G001590	chr1H	3721290	3723955	43.77	protein_coding
HORVU1Hr1G029110	chr1H	161035667	161047820	47.05	protein_coding
HORVU1Hr1G020450	chr1H	80604309	80605970	54.45	protein_coding
HORVU1Hr1G005120	chr1H	11188338	11195149	45	protein_coding
HORVU1Hr1G050340	chr1H	372958078	372966020	40.05	protein_coding
HORVU1Hr1G048290	chr1H	355988698	355990559	56.98	protein_coding
HORVU1Hr1G078410	chr1H	520201880	520206424	46.08	protein_coding
HORVU1Hr1G079070	chr1H	522355835	522360624	44.89	protein_coding
HORVU1Hr1G051310	chr1H	380413862	380417490	47.42	protein_coding
HORVU1Hr1G058000	chr1H	423112771	423120255	42.57	protein_coding
HORVU1Hr1G051280	chr1H	380286009	380289082	42.69	protein_coding
HORVU1Hr1G058350	chr1H	426166124	426167435	54.08	protein_coding
HORVU1Hr1G080750	chr1H	526163511	526170984	44.14	protein_coding
HORVU1Hr1G004480	chr1H	9228086	9232521	46.03	protein_coding
HORVU1Hr1G048690	chr1H	361244999	361246476	43.71	protein_coding
HORVU1Hr1G078390	chr1H	520118880	520122133	45.48	protein_coding
HORVU1Hr1G008300	chr1H	18158290	18163388	36.71	protein_coding
HORVU1Hr1G004490	chr1H	9235824	9238244	52.46	protein_coding
HORVU1Hr1G076530	chr1H	514601032	514605349	49.68	protein_coding
HORVU1Hr1G066810	chr1H	474033171	474037276	48.38	protein_coding
HORVU1Hr1G018290	chr1H	66205800	66212895	43.21	protein_coding
HORVU1Hr1G059310	chr1H	432516343	432520847	41.84	protein_coding
HORVU1Hr1G076890	chr1H	515949902	515952199	61.58	protein_coding
HORVU1Hr1G068440	chr1H	481409804	481411933	0	nontranslating_CDS
HORVU1Hr1G019530	chr1H	73894562	73896903	56.4	protein_coding
HORVU1Hr1G077420	chr1H	517159410	517161430	60.68	protein_coding
HORVU1Hr1G067240	chr1H	477523494	477534400	44.36	protein_coding
HORVU1Hr1G030410	chr1H	174410738	174411314	62.22	protein_coding
HORVU1Hr1G020330	chr1H	79061869	79063089	51.27	protein_coding
HORVU1Hr1G028660	chr1H	156944484	156959302	46.14	protein_coding
HORVU1Hr1G072160	chr1H	496271619	496278858	47.02	protein_coding
HORVU1Hr1G055470	chr1H	406369568	406372029	56.58	protein_coding
HORVU1Hr1G084930	chr1H	534613483	534613798	53.8	protein_coding
HORVU1Hr1G059870	chr1H	435274460	435275283	56.92	protein_coding
HORVU1Hr1G070740	chr1H	491085690	491097203	47.61	protein_coding
HORVU1Hr1G062290	chr1H	448818340	448821848	41.61	protein_coding
HORVU1Hr1G020670	chr1H	82045116	82045379	43.18	protein_coding
HORVU1Hr1G048400	chr1H	358148629	358152412	43.47	protein_coding
HORVU1Hr1G075970	chr1H	512964952	512967415	56.05	protein_coding
HORVU1Hr1G041990	chr1H	303281211	303289981	45.7	protein_coding
HORVU1Hr1G013720	chr1H	36892305	36893819	58.61	protein_coding
HORVU1Hr1G061530	chr1H	444895249	444898943	39.74	protein_coding
HORVU1Hr1G073640	chr1H	504078029	504080009	41.7	protein_coding
HORVU1Hr1G002110	chr1H	4293931	4299493	47.56	protein_coding
HORVU1Hr1G021590	chr1H	87474794	87484696	41.6	protein_coding
HORVU1Hr1G053020	chr1H	391997066	392011255	42.81	protein_coding
HORVU1Hr1G015550	chr1H	46499550	46503152	53.71	protein_coding
HORVU1Hr1G004930	chr1H	10257782	10264542	41.89	protein_coding
HORVU1Hr1G075200	chr1H	510256013	510258213	45.75	protein_coding
HORVU1Hr1G026400	chr1H	132233741	132236033	59.49	protein_coding
HORVU1Hr1G079030	chr1H	522193123	522195555	56.84	protein_coding
HORVU1Hr1G064040	chr1H	458196230	458199200	48.4	protein_coding
HORVU1Hr1G076110	chr1H	513207153	513214400	45.95	protein_coding
HORVU1Hr1G072710	chr1H	498704314	498707129	46.7	protein_coding
HORVU1Hr1G015620	chr1H	46657594	46658954	61.2	protein_coding
HORVU1Hr1G075580	chr1H	511483957	511486211	54.28	protein_coding
HORVU1Hr1G044810	chr1H	325797176	325808640	43.63	protein_coding
HORVU1Hr1G011220	chr1H	26801022	26801210	64.02	protein_coding
HORVU1Hr1G047400	chr1H	350493485	350497582	0	nontranslating_CDS
HORVU1Hr1G032150	chr1H	198236977	198243152	42.37	protein_coding
HORVU1Hr1G084560	chr1H	534190779	534196749	46.64	protein_coding
