#	Marey	map	built	with	the	Hv_IBSC_PGSB_v21	version	of	the	Hordeum	genome	and	the	SNPJHutton	2012	genetic	map
#	Invalid	markers	checked	by	eye												
set	map	mkr	phys	gen	vld												
Hordeum	6H	12_31250	507292967	69.1	TRUE												
Hordeum	6H	12_31274	64747230	50.4	TRUE												
Hordeum	6H	12_31283	577494194	119	TRUE												
Hordeum	6H	12_31289	502168189	67.9	TRUE												
Hordeum	6H	12_31308	22810044	30.2	TRUE												
Hordeum	6H	12_31353	550500760	93.5	TRUE												
Hordeum	6H	12_31432	547244298	91.7	TRUE												
Hordeum	6H	12_31433	61310004	50.2	TRUE												
Hordeum	6H	12_31485	24329908	31.9	TRUE												
Hordeum	6H	12_31495	565800002	105.7	TRUE												
Hordeum	6H	12_31498	578295085	119.1	TRUE												
Hordeum	6H	SCRI_RS_102426	35208027	44.1	TRUE												
Hordeum	6H	SCRI_RS_10655	576542953	118.6	TRUE												
Hordeum	6H	SCRI_RS_10685	338797014	55	TRUE												
Hordeum	6H	SCRI_RS_10770	5169774	1.4	TRUE												
Hordeum	6H	SCRI_RS_10810	397259444	59.4	TRUE												
Hordeum	6H	SCRI_RS_10811	583235306	126.5	TRUE												
Hordeum	6H	SCRI_RS_108698	337187084	55	TRUE												
Hordeum	6H	SCRI_RS_10932	545093793	87.6	TRUE												
Hordeum	6H	SCRI_RS_111820	256482423	54.9	TRUE												
Hordeum	6H	SCRI_RS_114351	390501933	57.2	TRUE												
Hordeum	6H	SCRI_RS_114613	394381809	57.2	TRUE												
Hordeum	6H	SCRI_RS_114741	148640702	53.3	TRUE												
Hordeum	6H	SCRI_RS_115036	34026843	44.1	TRUE												
Hordeum	6H	SCRI_RS_115440	477076137	64.3	TRUE												
Hordeum	6H	SCRI_RS_116842	92150096	50.8	TRUE												
Hordeum	6H	SCRI_RS_118255	195457831	54.7	TRUE												
Hordeum	6H	SCRI_RS_118381	165916742	53.8	TRUE												
Hordeum	6H	SCRI_RS_119674	51410692	49.1	TRUE												
Hordeum	6H	SCRI_RS_120442	550933731	93.6	TRUE												
Hordeum	6H	SCRI_RS_120783	51817157	49.1	TRUE												
Hordeum	6H	SCRI_RS_123065	5002421	0.5	TRUE												
Hordeum	6H	SCRI_RS_124224	550079770	93.1	TRUE												
Hordeum	6H	SCRI_RS_124549	567208338	108.6	TRUE												
Hordeum	6H	SCRI_RS_124776	325368465	55	TRUE												
Hordeum	6H	SCRI_RS_124850	165696847	53.8	TRUE												
Hordeum	6H	SCRI_RS_124856	507580080	68.9	TRUE												
Hordeum	6H	SCRI_RS_125353	91404053	50.8	TRUE												
Hordeum	6H	SCRI_RS_126229	327819771	55	TRUE												
Hordeum	6H	SCRI_RS_127556	124990174	52.9	TRUE												
Hordeum	6H	SCRI_RS_128218	561253738	101.3	TRUE												
Hordeum	6H	SCRI_RS_128460	47267261	49.1	TRUE												
Hordeum	6H	SCRI_RS_12874	528059592	76.1	TRUE												
Hordeum	6H	SCRI_RS_129048	117906456	52.8	TRUE												
Hordeum	6H	SCRI_RS_129236	547242404	91.7	TRUE												
Hordeum	6H	SCRI_RS_129321	404717696	59.4	TRUE												
Hordeum	6H	SCRI_RS_129888	13267840	15.7	TRUE												
Hordeum	6H	SCRI_RS_130605	130149498	52.5	TRUE												
Hordeum	6H	SCRI_RS_130732	150491092	53.3	TRUE												
Hordeum	6H	SCRI_RS_131119	566980555	108.3	TRUE												
Hordeum	6H	SCRI_RS_131341	114385177	52.1	TRUE												
Hordeum	6H	SCRI_RS_131647	122910697	52.9	TRUE												
Hordeum	6H	SCRI_RS_131870	165692129	53.8	TRUE												
Hordeum	6H	SCRI_RS_131977	545760794	88.6	TRUE												
Hordeum	6H	SCRI_RS_133544	57484054	50.2	TRUE												
Hordeum	6H	SCRI_RS_134034	404557569	59.4	TRUE												
Hordeum	6H	SCRI_RS_134469	397262706	59.4	TRUE												
Hordeum	6H	SCRI_RS_135049	114372703	52.1	TRUE												
Hordeum	6H	SCRI_RS_135063	565036507	105.1	TRUE												
Hordeum	6H	SCRI_RS_136658	171522966	53.8	TRUE												
Hordeum	6H	SCRI_RS_136724	503262952	68.2	TRUE												
Hordeum	6H	SCRI_RS_136897	119005613	52.8	TRUE												
Hordeum	6H	SCRI_RS_137706	245423623	54.9	TRUE												
Hordeum	6H	SCRI_RS_137824	431545304	60.6	TRUE												
Hordeum	6H	SCRI_RS_137870	526243300	74.2	TRUE												
Hordeum	6H	SCRI_RS_13815	526490502	74.2	TRUE												
Hordeum	6H	SCRI_RS_138253	323786032	55	TRUE												
Hordeum	6H	SCRI_RS_138295	572798307	115	TRUE												
Hordeum	6H	SCRI_RS_138556	16986958	24.5	TRUE												
Hordeum	6H	SCRI_RS_138887	574045230	115.9	TRUE												
Hordeum	6H	SCRI_RS_138977	7922708	8.6	TRUE												
Hordeum	6H	SCRI_RS_13935	373616190	55.7	TRUE												
Hordeum	6H	SCRI_RS_139713	13040365	15.6	TRUE												
Hordeum	6H	SCRI_RS_139715	13040365	15.6	TRUE												
Hordeum	6H	SCRI_RS_140091	390756298	57.2	TRUE												
Hordeum	6H	SCRI_RS_140155	500735756	67.9	TRUE												
Hordeum	6H	SCRI_RS_140158	60466498	50.2	TRUE												
Hordeum	6H	SCRI_RS_141429	31192647	43.6	TRUE												
Hordeum	6H	SCRI_RS_141842	7941585	10.1	TRUE												
Hordeum	6H	SCRI_RS_142506	47363401	49.1	TRUE												
Hordeum	6H	SCRI_RS_142541	364361882	55.5	TRUE												
Hordeum	6H	SCRI_RS_142727	199275056	54.9	TRUE												
Hordeum	6H	SCRI_RS_142767	342871303	55	TRUE												
Hordeum	6H	SCRI_RS_1429	7942305	10.1	TRUE												
Hordeum	6H	SCRI_RS_143259	44181473	49.1	TRUE												
Hordeum	6H	SCRI_RS_143367	502535844	67.9	TRUE												
Hordeum	6H	SCRI_RS_143415	326690592	55	TRUE												
Hordeum	6H	SCRI_RS_143994	578290213	119.1	TRUE												
Hordeum	6H	SCRI_RS_144034	583266909	126.6	TRUE												
Hordeum	6H	SCRI_RS_144098	231160372	54.9	TRUE												
Hordeum	6H	SCRI_RS_144162	197871410	54.9	TRUE												
Hordeum	6H	SCRI_RS_144337	525752503	74.2	TRUE												
Hordeum	6H	SCRI_RS_144344	326696819	55	TRUE												
Hordeum	6H	SCRI_RS_144541	565616154	105.7	TRUE												
Hordeum	6H	SCRI_RS_144579	210767018	54.9	TRUE												
Hordeum	6H	SCRI_RS_144892	518269870	72.2	TRUE												
Hordeum	6H	SCRI_RS_145279	518255779	72.4	TRUE												
Hordeum	6H	SCRI_RS_146096	61371118	50.2	TRUE												
Hordeum	6H	SCRI_RS_146235	47373203	49.1	TRUE												
Hordeum	6H	SCRI_RS_146663	12035308	13.7	TRUE												
Hordeum	6H	SCRI_RS_147062	547242945	91.7	TRUE												
Hordeum	6H	SCRI_RS_147090	26593398	35.6	TRUE												
Hordeum	6H	SCRI_RS_147342	43362326	48.9	TRUE												
Hordeum	6H	SCRI_RS_147455	565686035	105.3	TRUE												
Hordeum	6H	SCRI_RS_147666	392889175	57.2	TRUE												
Hordeum	6H	SCRI_RS_148432	117541044	52.2	TRUE												
Hordeum	6H	SCRI_RS_148652	187823870	54.9	TRUE												
Hordeum	6H	SCRI_RS_149165	541637000	85.8	TRUE												
Hordeum	6H	SCRI_RS_149487	565519321	105.3	TRUE												
Hordeum	6H	SCRI_RS_149539	326408844	55	TRUE												
Hordeum	6H	SCRI_RS_149556	480731082	65.7	TRUE												
Hordeum	6H	SCRI_RS_150028	34951198	44.1	TRUE												
Hordeum	6H	SCRI_RS_151280	575724591	117.5	TRUE												
Hordeum	6H	SCRI_RS_151282	47377132	49.1	TRUE												
Hordeum	6H	SCRI_RS_151574	551474676	94.8	TRUE												
Hordeum	6H	SCRI_RS_152174	61217160	50.2	TRUE												
Hordeum	6H	SCRI_RS_152324	517931955	72.2	TRUE												
Hordeum	6H	SCRI_RS_152393	477412497	64.4	TRUE												
Hordeum	6H	SCRI_RS_152841	471977964	63.5	TRUE												
Hordeum	6H	SCRI_RS_153166	538137416	81.3	TRUE												
Hordeum	6H	SCRI_RS_153502	316341589	55	TRUE												
Hordeum	6H	SCRI_RS_153619	119004194	52.5	TRUE												
Hordeum	6H	SCRI_RS_153707	394064455	57.2	TRUE												
Hordeum	6H	SCRI_RS_153797	214741965	54.9	TRUE												
Hordeum	6H	SCRI_RS_153928	5894159	5	TRUE												
Hordeum	6H	SCRI_RS_154121	28880141	38.1	TRUE												
Hordeum	6H	SCRI_RS_154426	17569870	24.8	TRUE												
Hordeum	6H	SCRI_RS_154805	482170143	65.7	TRUE												
Hordeum	6H	SCRI_RS_155564	547088466	91.1	TRUE												
Hordeum	6H	SCRI_RS_155654	40874748	47.5	TRUE												
Hordeum	6H	SCRI_RS_156115	146371250	53.3	TRUE												
Hordeum	6H	SCRI_RS_156616	41293895	48.8	TRUE												
Hordeum	6H	SCRI_RS_157316	499930243	67.6	TRUE												
Hordeum	6H	SCRI_RS_157323	571454032	113.2	TRUE												
Hordeum	6H	SCRI_RS_157552	28175474	37	TRUE												
Hordeum	6H	SCRI_RS_158871	553211304	95.6	TRUE												
Hordeum	6H	SCRI_RS_158873	119683389	52.9	TRUE												
Hordeum	6H	SCRI_RS_159124	9168648	11.3	TRUE												
Hordeum	6H	SCRI_RS_159133	552733320	95	TRUE												
Hordeum	6H	SCRI_RS_159136	125173120	52.5	TRUE												
Hordeum	6H	SCRI_RS_160798	340822115	55	TRUE												
Hordeum	6H	SCRI_RS_161167	129569845	52.5	TRUE												
Hordeum	6H	SCRI_RS_161211	547090439	91.1	TRUE												
Hordeum	6H	SCRI_RS_161288	123588243	52.5	TRUE												
Hordeum	6H	SCRI_RS_161343	571367939	113.2	TRUE												
Hordeum	6H	SCRI_RS_161533	247624600	54.9	TRUE												
Hordeum	6H	SCRI_RS_162581	42572272	47.9	TRUE												
Hordeum	6H	SCRI_RS_162589	545391117	87.9	TRUE												
Hordeum	6H	SCRI_RS_162678	571453183	113.2	TRUE												
Hordeum	6H	SCRI_RS_162836	565626975	105.6	TRUE												
Hordeum	6H	SCRI_RS_162961	322076361	55	TRUE												
Hordeum	6H	SCRI_RS_163053	339684699	55	TRUE												
Hordeum	6H	SCRI_RS_164037	542416657	86.3	TRUE												
Hordeum	6H	SCRI_RS_164308	12061204	13.5	TRUE												
Hordeum	6H	SCRI_RS_164341	526938505	74.6	TRUE												
Hordeum	6H	SCRI_RS_164602	146118768	53.3	TRUE												
Hordeum	6H	SCRI_RS_165041	384412678	56	TRUE												
Hordeum	6H	SCRI_RS_165322	541831993	85.7	TRUE												
Hordeum	6H	SCRI_RS_165585	399381548	59.4	TRUE												
Hordeum	6H	SCRI_RS_165594	506384769	68.5	TRUE												
Hordeum	6H	SCRI_RS_165986	478197384	65.4	TRUE												
Hordeum	6H	SCRI_RS_167	430342628	60.7	TRUE												
Hordeum	6H	SCRI_RS_167655	518031314	72.2	TRUE												
Hordeum	6H	SCRI_RS_16796	231558212	54.9	TRUE												
Hordeum	6H	SCRI_RS_168065	479998421	65.7	TRUE												
Hordeum	6H	SCRI_RS_168096	385248295	57.2	TRUE												
Hordeum	6H	SCRI_RS_168111	50943882	49.1	TRUE												
Hordeum	6H	SCRI_RS_168121	560541772	101	TRUE												
Hordeum	6H	SCRI_RS_16817	231558210	54.9	TRUE												
Hordeum	6H	SCRI_RS_168455	52051732	49.2	TRUE												
Hordeum	6H	SCRI_RS_168487	4543063	0.3	TRUE												
Hordeum	6H	SCRI_RS_169022	563076161	103.8	TRUE												
Hordeum	6H	SCRI_RS_169374	542482959	86.8	TRUE												
Hordeum	6H	SCRI_RS_169672	411183772	60.1	TRUE												
Hordeum	6H	SCRI_RS_169728	129591508	52.9	TRUE												
Hordeum	6H	SCRI_RS_169829	72972397	50.6	TRUE												
Hordeum	6H	SCRI_RS_169941	4963583	0.5	TRUE												
Hordeum	6H	SCRI_RS_170058	123873661	52.5	TRUE												
Hordeum	6H	SCRI_RS_170672	408534083	59.9	TRUE												
Hordeum	6H	SCRI_RS_170674	533617492	78.1	TRUE												
Hordeum	6H	SCRI_RS_170846	397859434	59.4	TRUE												
Hordeum	6H	SCRI_RS_171247	40878506	47.5	TRUE												
Hordeum	6H	SCRI_RS_173142	552472607	95	TRUE												
Hordeum	6H	SCRI_RS_174459	577087190	119	TRUE												
Hordeum	6H	SCRI_RS_174583	391125323	57.2	TRUE												
Hordeum	6H	SCRI_RS_175000	460088927	61	TRUE												
Hordeum	6H	SCRI_RS_17542	578692178	119.3	TRUE												
Hordeum	6H	SCRI_RS_175593	343204060	55	TRUE												
Hordeum	6H	SCRI_RS_175610	576948718	119	TRUE												
Hordeum	6H	SCRI_RS_176	43318497	49.1	TRUE												
Hordeum	6H	SCRI_RS_176076	564074260	104.8	TRUE												
Hordeum	6H	SCRI_RS_176086	156258256	53.6	TRUE												
Hordeum	6H	SCRI_RS_176650	373424916	55.7	TRUE												
Hordeum	6H	SCRI_RS_177093	535401905	78.4	TRUE												
Hordeum	6H	SCRI_RS_177168	574785323	116	TRUE												
Hordeum	6H	SCRI_RS_179476	359350339	55.4	TRUE												
Hordeum	6H	SCRI_RS_180937	112171728	52.1	TRUE												
Hordeum	6H	SCRI_RS_181159	576769720	119	TRUE												
Hordeum	6H	SCRI_RS_182180	391904375	57.2	TRUE												
Hordeum	6H	SCRI_RS_182195	120065893	52.8	TRUE												
Hordeum	6H	SCRI_RS_182275	565354818	105.3	TRUE												
Hordeum	6H	SCRI_RS_182367	44243763	49.1	TRUE												
Hordeum	6H	SCRI_RS_182515	158175598	53.6	TRUE												
Hordeum	6H	SCRI_RS_182637	546020687	88.9	TRUE												
Hordeum	6H	SCRI_RS_184453	544590849	87.3	TRUE												
Hordeum	6H	SCRI_RS_186147	326940179	55	TRUE												
Hordeum	6H	SCRI_RS_186193	370429082	55.7	TRUE												
Hordeum	6H	SCRI_RS_186520	26771660	36	TRUE												
Hordeum	6H	SCRI_RS_187343	396724697	58.1	TRUE												
Hordeum	6H	SCRI_RS_187497	70580571	50.6	TRUE												
Hordeum	6H	SCRI_RS_187506	521816528	72.9	TRUE												
Hordeum	6H	SCRI_RS_187697	394066204	57.2	TRUE												
Hordeum	6H	SCRI_RS_187725	260796240	54.9	TRUE												
Hordeum	6H	SCRI_RS_187832	125556885	52.5	TRUE												
Hordeum	6H	SCRI_RS_187841	542343925	86.3	TRUE												
Hordeum	6H	SCRI_RS_188103	549921401	93.1	TRUE												
Hordeum	6H	SCRI_RS_188243	373423648	55.7	TRUE												
Hordeum	6H	SCRI_RS_188314	571857925	113.2	TRUE												
Hordeum	6H	SCRI_RS_188523	130233372	52.9	TRUE												
Hordeum	6H	SCRI_RS_188949	50173583	49.1	TRUE												
Hordeum	6H	SCRI_RS_189254	70584701	50.6	TRUE												
Hordeum	6H	SCRI_RS_189619	561830067	102.1	TRUE												
Hordeum	6H	SCRI_RS_192489	397267547	59.4	TRUE												
Hordeum	6H	SCRI_RS_192599	395564975	57.2	TRUE												
Hordeum	6H	SCRI_RS_192720	60818066	50.2	TRUE												
Hordeum	6H	SCRI_RS_192768	340594519	55	TRUE												
Hordeum	6H	SCRI_RS_193336	525987241	74.2	TRUE												
Hordeum	6H	SCRI_RS_194023	709432	2.6	TRUE												
Hordeum	6H	SCRI_RS_194048	988952	3.4	TRUE												
Hordeum	6H	SCRI_RS_196373	116470329	52.2	TRUE												
Hordeum	6H	SCRI_RS_196458	50169169	49.1	TRUE												
Hordeum	6H	SCRI_RS_196518	273592485	54.9	TRUE												
Hordeum	6H	SCRI_RS_198506	214260105	54.9	TRUE												
Hordeum	6H	SCRI_RS_199940	330268	2.6	TRUE												
Hordeum	6H	SCRI_RS_200067	61311522	50.2	TRUE												
Hordeum	6H	SCRI_RS_200419	158747824	53.6	TRUE												
Hordeum	6H	SCRI_RS_200962	577829302	119.1	TRUE												
Hordeum	6H	SCRI_RS_201251	16986970	24.5	TRUE												
Hordeum	6H	SCRI_RS_20187	13467556	16.1	TRUE												
Hordeum	6H	SCRI_RS_202723	13136770	16	TRUE												
Hordeum	6H	SCRI_RS_203036	9155828	11.3	TRUE												
Hordeum	6H	SCRI_RS_204363	510938368	69.3	TRUE												
Hordeum	6H	SCRI_RS_204495	92438573	51	TRUE												
Hordeum	6H	SCRI_RS_205103	118319500	52.9	TRUE												
Hordeum	6H	SCRI_RS_205256	172483437	53.9	TRUE												
Hordeum	6H	SCRI_RS_205578	574798630	116.1	TRUE												
Hordeum	6H	SCRI_RS_205595	464611741	62.7	TRUE												
Hordeum	6H	SCRI_RS_205971	513218540	71.4	TRUE												
Hordeum	6H	SCRI_RS_206183	8541792	10.8	TRUE												
Hordeum	6H	SCRI_RS_206207	565767255	105.7	TRUE												
Hordeum	6H	SCRI_RS_206213	331594157	55	TRUE												
Hordeum	6H	SCRI_RS_206536	487815292	65.9	TRUE												
Hordeum	6H	SCRI_RS_206704	405001423	59.5	TRUE												
Hordeum	6H	SCRI_RS_206731	427766093	60.6	TRUE												
Hordeum	6H	SCRI_RS_206796	385258766	57.2	TRUE												
Hordeum	6H	SCRI_RS_206827	575038284	116.2	TRUE												
Hordeum	6H	SCRI_RS_206976	527120881	74.6	TRUE												
Hordeum	6H	SCRI_RS_207083	248524408	54.9	TRUE												
Hordeum	6H	SCRI_RS_207174	297567001	54.9	TRUE												
Hordeum	6H	SCRI_RS_207284	527825313	75.5	TRUE												
Hordeum	6H	SCRI_RS_207933	8027840	10.3	TRUE												
Hordeum	6H	SCRI_RS_208339	117907560	52.5	TRUE												
Hordeum	6H	SCRI_RS_209210	488846588	65.9	TRUE												
Hordeum	6H	SCRI_RS_209993	420156544	60.2	TRUE												
Hordeum	6H	SCRI_RS_210025	46298970	49.1	TRUE												
Hordeum	6H	SCRI_RS_210918	143333165	53.3	TRUE												
Hordeum	6H	SCRI_RS_211299	60836029	50.2	TRUE												
Hordeum	6H	SCRI_RS_211856	6977597	6.4	TRUE												
Hordeum	6H	SCRI_RS_213547	37707671	46.5	TRUE												
Hordeum	6H	SCRI_RS_213566	361531305	55.5	TRUE												
Hordeum	6H	SCRI_RS_215773	165333885	53.8	TRUE												
Hordeum	6H	SCRI_RS_21695	19623436	28.5	TRUE												
Hordeum	6H	SCRI_RS_219061	32787953	43.8	TRUE												
Hordeum	6H	SCRI_RS_219810	158189215	53.6	TRUE												
Hordeum	6H	SCRI_RS_221874	115815022	52.2	TRUE												
Hordeum	6H	SCRI_RS_221951	521785189	72.9	TRUE												
Hordeum	6H	SCRI_RS_222017	310511343	54.8	TRUE												
Hordeum	6H	SCRI_RS_222092	19317958	28.3	TRUE												
Hordeum	6H	SCRI_RS_222319	397017154	58.6	TRUE												
Hordeum	6H	SCRI_RS_222802	545740702	88.6	TRUE												
Hordeum	6H	SCRI_RS_222944	394169639	57.2	TRUE												
Hordeum	6H	SCRI_RS_223104	583099804	126.5	TRUE												
Hordeum	6H	SCRI_RS_223224	397034044	58.4	TRUE												
Hordeum	6H	SCRI_RS_224292	484718138	65.9	TRUE												
Hordeum	6H	SCRI_RS_224389	360336441	55.4	TRUE												
Hordeum	6H	SCRI_RS_224695	319429499	55	TRUE												
Hordeum	6H	SCRI_RS_224910	551994985	94.9	TRUE												
Hordeum	6H	SCRI_RS_225072	503923155	68.2	TRUE												
Hordeum	6H	SCRI_RS_225193	509603800	69.3	TRUE												
Hordeum	6H	SCRI_RS_225737	576572784	119	TRUE												
Hordeum	6H	SCRI_RS_228181	41035570	48.8	TRUE												
Hordeum	6H	SCRI_RS_228493	521631280	72.9	TRUE												
Hordeum	6H	SCRI_RS_229687	169991816	53.8	TRUE												
Hordeum	6H	SCRI_RS_229916	11581835	13.2	TRUE												
Hordeum	6H	SCRI_RS_229960	583074123	126.5	TRUE												
Hordeum	6H	SCRI_RS_231003	8933544	11.1	TRUE												
Hordeum	6H	SCRI_RS_232544	408978354	59.9	TRUE												
Hordeum	6H	SCRI_RS_234548	571872209	113.2	TRUE												
Hordeum	6H	SCRI_RS_234724	52053028	49.2	TRUE												
Hordeum	6H	SCRI_RS_235672	576420278	118.4	TRUE												
Hordeum	6H	SCRI_RS_235711	28644055	38	TRUE												
Hordeum	6H	SCRI_RS_236452	49783073	49.1	TRUE												
Hordeum	6H	SCRI_RS_236457	481013564	65.7	TRUE												
Hordeum	6H	SCRI_RS_236999	115812821	52.2	TRUE												
Hordeum	6H	SCRI_RS_237565	5175165	1.4	TRUE												
Hordeum	6H	SCRI_RS_237661	409524538	60.1	TRUE												
Hordeum	6H	SCRI_RS_237750	322117648	55	TRUE												
Hordeum	6H	SCRI_RS_238352	575587668	117.5	TRUE												
Hordeum	6H	SCRI_RS_238639	43644073	48.8	TRUE												
Hordeum	6H	SCRI_RS_238855	47513413	49.1	TRUE												
Hordeum	6H	SCRI_RS_239642	357492292	55.4	TRUE												
Hordeum	6H	SCRI_RS_239889	72704287	50.6	TRUE												
Hordeum	6H	SCRI_RS_239917	238807820	54.9	TRUE												
Hordeum	6H	SCRI_RS_239959	557294556	99.2	TRUE												
Hordeum	6H	SCRI_RS_239962	57835181	50.2	TRUE												
Hordeum	6H	SCRI_RS_240029	565804964	105.7	TRUE												
Hordeum	6H	SCRI_RS_2530	565624548	105.6	TRUE												
Hordeum	6H	SCRI_RS_2534	37020998	46	TRUE												
Hordeum	6H	SCRI_RS_2834	114386307	52.1	TRUE												
Hordeum	6H	SCRI_RS_3070	559843853	100.8	TRUE												
Hordeum	6H	SCRI_RS_34440	280274348	54.9	TRUE												
Hordeum	6H	SCRI_RS_347	571365289	113.2	TRUE												
Hordeum	6H	SCRI_RS_626	565353171	105.3	TRUE												
Hordeum	6H	SCRI_RS_6399	574785225	116	TRUE												
Hordeum	6H	SCRI_RS_6697	510937573	69.3	TRUE												
Hordeum	6H	SCRI_RS_6720	562233252	103	TRUE												
Hordeum	6H	SCRI_RS_7104	374525968	55.7	TRUE												
Hordeum	6H	SCRI_RS_72672	210032140	54.9	TRUE												
Hordeum	6H	SCRI_RS_736	538637987	82.4	TRUE												
Hordeum	6H	SCRI_RS_77293	574793502	116.1	TRUE												
Hordeum	6H	SCRI_RS_7967	340038159	55	TRUE												
Hordeum	6H	SCRI_RS_80327	184813292	54.9	TRUE												
Hordeum	6H	SCRI_RS_8034	559351187	100.4	TRUE												
Hordeum	6H	SCRI_RS_8388	1054700	4.8	TRUE												
Hordeum	6H	SCRI_RS_9560	343144	2.6	TRUE												
Hordeum	6H	SCRI_RS_95857	549920096	93.1	TRUE												
Hordeum	6H	SCRI_RS_9620	502529731	67.9	TRUE												
Hordeum	6H	SCRI_RS_9648	576951401	119	TRUE												
Hordeum	6H	SCRI_RS_98225	551259543	94.1	TRUE												
Hordeum	7H	11_10050	78305253	60.8	TRUE												
Hordeum	7H	11_10055	350976143	70.7	TRUE												
Hordeum	7H	11_10056	41835408	37.6	TRUE												
Hordeum	7H	11_10069	492206525	74.4	TRUE												
Hordeum	7H	11_10073	419567362	71	TRUE												
Hordeum	7H	11_10115	422941634	71	TRUE												
Hordeum	7H	11_10121	4282216	1.6	TRUE												
Hordeum	7H	11_10130	310311500	131.4	FALSE												
Hordeum	7H	11_10153	110445324	65.4	TRUE												
Hordeum	7H	11_10169	597748994	93.8	TRUE												
Hordeum	7H	11_10174	654413172	140.9	TRUE												
Hordeum	7H	11_10299	126298543	67.8	TRUE												
Hordeum	7H	11_10303	532185376	77.3	TRUE												
Hordeum	7H	11_10327	47582507	40.7	TRUE												
Hordeum	7H	11_10370	348272917	70.4	TRUE												
Hordeum	7H	11_10394	240518944	70.7	TRUE												
Hordeum	7H	11_10431	110757927	65.4	TRUE												
Hordeum	7H	11_10442	506517884	75.1	TRUE												
Hordeum	7H	11_10451	31340804	27.6	TRUE												
Hordeum	7H	11_10534	448912368	71.2	TRUE												
Hordeum	7H	11_10673	496530179	74.4	TRUE												
Hordeum	7H	11_10687	639922341	127.5	TRUE												
Hordeum	7H	11_10721	75226809	57.9	TRUE												
Hordeum	7H	11_10726	63748630	50.8	TRUE												
Hordeum	7H	11_10772	59719498	48.7	TRUE												
Hordeum	7H	11_10773	413074968	71	TRUE												
Hordeum	7H	11_10797	635305241	124.1	TRUE												
Hordeum	7H	11_10841	14802282	12.7	TRUE												
Hordeum	7H	11_10843	642028895	129.5	TRUE												
Hordeum	7H	11_10851	16886316	13.9	TRUE												
Hordeum	7H	11_10885	638912980	126.7	TRUE												
Hordeum	7H	11_10894	4103904	1.5	TRUE												
Hordeum	7H	11_10896	645016449	131.9	TRUE												
Hordeum	7H	11_10924	231093155	70.2	TRUE												
Hordeum	7H	11_10965	26447530	23.3	TRUE												
Hordeum	7H	11_11031	8172607	4.1	TRUE												
Hordeum	7H	11_11122	148765408	68.4	TRUE												
Hordeum	7H	11_11145	410017106	71	TRUE												
Hordeum	7H	11_11275	645922066	132.6	TRUE												
Hordeum	7H	11_11291	413462047	71	TRUE												
Hordeum	7H	11_11348	93153567	64	TRUE												
Hordeum	7H	11_11352	415119732	71	TRUE												
Hordeum	7H	11_11440	642430202	129.7	TRUE												
Hordeum	7H	11_20014	16621046	14	TRUE												
Hordeum	7H	11_20083	537251062	77.4	TRUE												
Hordeum	7H	11_20092	607662553	99.8	TRUE												
Hordeum	7H	11_20103	593169091	91.9	TRUE												
Hordeum	7H	11_20113	62644212	50.7	TRUE												
Hordeum	7H	11_20117	648324431	134.4	TRUE												
Hordeum	7H	11_20126	39065208	32.8	TRUE												
Hordeum	7H	11_20139	640932887	128.3	TRUE												
Hordeum	7H	11_20185	654030545	140.7	TRUE												
Hordeum	7H	11_20192	33043618	29.8	TRUE												
Hordeum	7H	11_20195	111292841	66.1	TRUE												
Hordeum	7H	11_20200	354110494	70.7	TRUE												
Hordeum	7H	11_20205	489497016	74.3	TRUE												
Hordeum	7H	11_20225	15114736	12.7	TRUE												
Hordeum	7H	11_20230	525219484	77	TRUE												
Hordeum	7H	11_20242	8001693	3.8	TRUE												
Hordeum	7H	11_20245	12860086	9.8	TRUE												
Hordeum	7H	11_20303	843671	0	TRUE												
Hordeum	7H	11_20314	273952625	70.3	TRUE												
Hordeum	7H	11_20460	440882500	71.2	TRUE												
Hordeum	7H	11_20485	539800515	78	TRUE												
Hordeum	7H	11_20495	22774581	20.4	TRUE												
Hordeum	7H	11_20586	649997318	137	TRUE												
Hordeum	7H	11_20710	5664553	1.9	TRUE												
Hordeum	7H	11_20722	19656144	17.5	TRUE												
Hordeum	7H	11_20750	82213270	61.5	TRUE												
Hordeum	7H	11_20827	150246255	68.4	TRUE												
Hordeum	7H	11_20828	270644774	70.2	TRUE												
Hordeum	7H	11_20847	639793049	127.2	TRUE												
Hordeum	7H	11_20879	223284528	70.2	TRUE												
Hordeum	7H	11_20893	242564744	70.7	TRUE												
Hordeum	7H	11_20896	521711088	76.6	TRUE												
Hordeum	7H	11_20911	336286542	70.7	TRUE												
Hordeum	7H	11_20962	647000283	133.9	TRUE												
Hordeum	7H	11_20975	84124546	61.8	TRUE												
Hordeum	7H	11_21079	497303944	74.4	TRUE												
Hordeum	7H	11_21160	634620797	123.9	TRUE												
Hordeum	7H	11_21178	440067104	71.2	TRUE												
Hordeum	7H	11_21209	629621950	120.4	TRUE												
Hordeum	7H	11_21223	641762860	129.1	TRUE												
Hordeum	7H	11_21229	628369772	119.5	TRUE												
Hordeum	7H	11_21270	84514028	62	TRUE												
Hordeum	7H	11_21302	351911775	70.7	TRUE												
Hordeum	7H	11_21307	4122880	1.5	TRUE												
Hordeum	7H	11_21326	54114107	46.4	TRUE												
Hordeum	7H	11_21335	425598771	71	TRUE												
Hordeum	7H	11_21437	16563587	13.9	TRUE												
Hordeum	7H	11_21448	576344943	86	TRUE												
