poscM Chromosome Start End GenDens
1.196 chr6H 579037409 579038924 1515
1.198 chr6H 4633767703 4633784995 17292
1.199 chr6H 2317133684 2317164198 30514
1.2 chr6H 579372338 579372754 416
1.201 chr6H 1738488040 1738496313 8273
1.202 chr6H 2318223193 2318253253 30060
1.203 chr6H 3477822937 3477842061 19124
1.205 chr6H 2319263556 2319293652 30096
1.206 chr6H 1739574970 1739590259 15289
1.207 chr6H 579927825 579928985 1160
1.208 chr6H 1160068581 1160078292 9711
1.209 chr6H 1160211661 1160217617 5956
1.21 chr6H 2320710020 2320733127 23107
1.212 chr6H 1160684146 1160709386 25240
1.214 chr6H 1160964275 1160973248 8973
1.215 chr6H 1161153806 1161158868 5062
1.216 chr6H 2322540065 2322596845 56780
1.218 chr6H 1161618285 1161620140 1855
1.219 chr6H 1161720033 1161724811 4778
1.222 chr6H 1743365655 1743367505 1850
1.223 chr6H 2324608234 2324618795 10561
1.224 chr6H 1743740682 1743758928 18246
1.225 chr6H 1162649668 1162656860 7192
1.226 chr6H 2325627242 2325643300 16058
1.228 chr6H 1163115657 1163132126 16469
1.229 chr6H 1163221019 1163229883 8864
1.231 chr6H 581789171 581789892 721
1.232 chr6H 581841242 581842408 1166
1.234 chr6H 581992453 581994724 2271
1.235 chr6H 1164067114 1164077465 10351
1.24 chr6H 1747262866 1747272902 10036
1.241 chr6H 582452465 582464565 12100
1.242 chr6H 1747634057 1747650824 16767
1.243 chr6H 2330497240 2330511819 14579
1.244 chr6H 1165344994 1165350929 5935
1.245 chr6H 1165561101 1165577644 16543
1.249 chr6H 1166097022 1166105272 8250
1.25 chr6H 1166164465 1166173454 8989
1.251 chr6H 583138971 583139517 546
1.252 chr6H 4082752194 4082783331 31137
1.253 chr6H 4666427402 4666451052 23650
1.254 chr6H 583343966 583346162 2196
0 chr7H 2453756 3380980 927224
0.001 chr7H 7926313 8573325 647012
0.002 chr7H 8184845 8207829 22984
0.003 chr7H 5332452 5356251 23799
0.004 chr7H 12658372 12684044 25672
0.005 chr7H 6187177 6194853 7676
0.006 chr7H 18540301 18813364 273063
0.007 chr7H 25334848 25365657 30809
0.008 chr7H 13869296 13884565 15269
0.009 chr7H 8870814 8892302 21488
0.01 chr7H 16501514 16521244 19730
0.011 chr7H 20627332 20669963 42631
0.012 chr7H 22181552 22192865 11313
0.013 chr7H 19434993 19455743 20750
0.014 chr7H 48777482 48811574 34092
0.015 chr7H 21373664 21387128 13464
0.016 chr7H 39841228 39919545 78317
0.017 chr7H 32226173 32240172 13999
0.018 chr7H 9527711 9529346 1635
0.019 chr7H 4893275 4897959 4684
0.02 chr7H 45384390 45395828 11438
0.021 chr7H 20779985 20883506 103521
0.022 chr7H 21514683 21564665 49982
0.023 chr7H 33031537 33064926 33389
0.024 chr7H 16962044 16964731 2687
0.025 chr7H 5739527 5740862 1335
0.026 chr7H 17708763 17719546 10783
0.027 chr7H 18215008 18216836 1828
0.028 chr7H 18577931 18581460 3529
0.029 chr7H 31636561 31662132 25571
0.03 chr7H 19388374 19394767 6393
0.031 chr7H 6621147 6626104 4957
0.032 chr7H 47012925 47088612 75687
0.033 chr7H 13644351 13650298 5947
0.034 chr7H 6922174 6922464 290
0.035 chr7H 7042983 7049117 6134
0.037 chr7H 21886415 21895476 9061
0.038 chr7H 14878659 14885154 6495
0.039 chr7H 30089247 30096032 6785
0.04 chr7H 22849844 22853995 4151
0.042 chr7H 15820430 15822360 1930
0.043 chr7H 39966451 39994007 27556
0.044 chr7H 8029272 8030664 1392
0.045 chr7H 57277973 57429447 151474
0.046 chr7H 24931858 24935958 4100
0.047 chr7H 33559606 33573709 14103
0.048 chr7H 8514242 8514744 502
0.049 chr7H 34402666 34421877 19211
0.05 chr7H 34906350 34916954 10604
0.051 chr7H 43864933 43885318 20385
0.052 chr7H 26616319 26619911 3592
0.053 chr7H 8986085 8986889 804
0.054 chr7H 9051217 9068875 17658
0.055 chr7H 27519663 27529998 10335
0.056 chr7H 9247209 9250448 3239
0.057 chr7H 18729809 18735619 5810
0.058 chr7H 56612970 56648436 35466
0.059 chr7H 9494148 9495832 1684
0.06 chr7H 19173250 19181384 8134
0.062 chr7H 9803442 9804911 1469
0.063 chr7H 58985137 59001259 16122
0.064 chr7H 39677244 39690694 13450
0.065 chr7H 10025326 10026800 1474
0.066 chr7H 20131930 20134142 2212
0.067 chr7H 30491417 30495468 4051
0.068 chr7H 20483473 20494114 10641
0.069 chr7H 30912718 30920670 7952
0.07 chr7H 31191161 31205094 13933
0.071 chr7H 20898855 20910371 11516
0.072 chr7H 63196868 63236388 39520
0.073 chr7H 42450563 42465758 15195
0.074 chr7H 42808854 42912281 103427
0.075 chr7H 10735723 10780052 44329
0.076 chr7H 43392361 43405796 13435
0.077 chr7H 54617164 54627625 10461
0.078 chr7H 44056386 44064399 8013
0.079 chr7H 55369419 55400879 31460
0.08 chr7H 44668698 44742133 73435
0.081 chr7H 101265374 101293213 27839
0.082 chr7H 33961491 33974726 13235
0.083 chr7H 22855702 22957261 101559
0.085 chr7H 23132630 23136770 4140
0.086 chr7H 11623895 11625013 1118
0.087 chr7H 11768098 11772270 4172
0.088 chr7H 23609864 23613141 3277
0.089 chr7H 23773739 23776526 2787
0.093 chr7H 24464829 24465820 991
0.096 chr7H 12453495 12453734 239
0.097 chr7H 12535845 12537917 2072
0.098 chr7H 37900261 37902920 2659
0.099 chr7H 25401137 25407633 6496
0.1 chr7H 51155094 51162185 7091
0.101 chr7H 77200203 77213704 13501
0.102 chr7H 38829325 39099417 270092
0.103 chr7H 13022608 13023972 1364
0.105 chr7H 66114864 66135546 20682
0.106 chr7H 39929062 39938978 9916
0.107 chr7H 40175880 40187719 11839
0.109 chr7H 27095197 27104075 8878
0.11 chr7H 68208154 68222764 14610
0.111 chr7H 13700380 13709222 8842
0.113 chr7H 13961364 13964661 3297
0.115 chr7H 14112630 14116134 3504
0.116 chr7H 28334093 28337743 3650
0.117 chr7H 57146305 57153682 7377
0.12 chr7H 43674160 43685259 11099
0.121 chr7H 73133995 73299136 165141
0.122 chr7H 59005879 59040735 34856
0.123 chr7H 29646511 29684006 37495
0.124 chr7H 29850166 29886540 36374
0.125 chr7H 60008982 60143689 134707
0.126 chr7H 60399957 60454516 54559
0.127 chr7H 106423867 106595081 171214
0.128 chr7H 45973070 45974178 1108
0.129 chr7H 15361455 15363267 1812
0.13 chr7H 15456184 15456762 578
0.131 chr7H 15629823 15630171 348
0.132 chr7H 78489152 78508748 19596
0.133 chr7H 78995958 79003223 7265
0.134 chr7H 95212797 95235849 23052
0.135 chr7H 15952328 15954678 2350
0.137 chr7H 16220719 16221192 473
0.138 chr7H 32506463 32508891 2428
0.139 chr7H 49247936 49257656 9720
0.14 chr7H 32909206 32915580 6374
0.141 chr7H 83000769 83021482 20713
0.142 chr7H 16666758 16674195 7437
0.143 chr7H 16756593 16758018 1425
0.144 chr7H 135009245 135026540 17295
0.145 chr7H 17012603 17027858 15255
0.146 chr7H 68266185 68278635 12450
0.147 chr7H 51550119 51551813 1694
0.15 chr7H 34992871 34999518 6647
0.151 chr7H 17621143 17622252 1109
0.152 chr7H 53028797 53037971 9174
0.153 chr7H 35591531 35596667 5136
0.154 chr7H 17891539 17892028 489
0.155 chr7H 53915090 53944985 29895
0.156 chr7H 54349530 54357002 7472
0.157 chr7H 36360864 36364460 3596
0.159 chr7H 18341302 18344966 3664
0.16 chr7H 55393799 55479954 86155
0.161 chr7H 55614321 55620113 5792
0.162 chr7H 56024110 56044135 20025
0.164 chr7H 18898025 18899971 1946
0.165 chr7H 56862465 56873599 11134
0.166 chr7H 57069969 57087372 17403
0.168 chr7H 19226343 19226870 527
0.169 chr7H 115943994 116094726 150732
0.17 chr7H 58321608 58324360 2752
0.172 chr7H 98257146 98267334 10188
0.173 chr7H 19748818 19752013 3195
0.174 chr7H 19801919 19803165 1246
0.175 chr7H 59757193 59772350 15157
0.176 chr7H 20075325 20278177 202852
0.177 chr7H 20137886 20140184 2298
0.18 chr7H 20406860 20411299 4439
0.184 chr7H 20819709 20823800 4091
0.186 chr7H 42033293 42037967 4674
0.187 chr7H 42235875 42239285 3410
0.188 chr7H 42425502 42436262 10760
0.189 chr7H 63831243 63835870 4627
0.191 chr7H 43001649 43020597 18948
0.192 chr7H 21614916 21616407 1491
0.194 chr7H 43640016 43644813 4797
0.195 chr7H 21891856 21894548 2692
0.196 chr7H 21973165 21974538 1373
0.197 chr7H 44191171 44204889 13718
0.198 chr7H 88982813 88985612 2799
0.199 chr7H 22344899 22348032 3133
0.2 chr7H 67364739 67374977 10238
0.202 chr7H 22669603 22671188 1585
0.203 chr7H 45553586 45559029 5443
0.205 chr7H 22990635 22992313 1678
0.206 chr7H 46115249 46123934 8685
0.207 chr7H 69715449 69720144 4695
0.208 chr7H 116525241 116533598 8357
0.209 chr7H 46951674 47011028 59354
0.21 chr7H 47039901 47097097 57196
0.211 chr7H 23710674 23714834 4160
0.212 chr7H 47593946 47598716 4770
0.213 chr7H 47810252 47811167 915
0.214 chr7H 120140635 120154771 14136
0.215 chr7H 48227827 48273958 46131
0.216 chr7H 72666421 72677703 11282
0.218 chr7H 24425726 24427342 1616
0.22 chr7H 74123516 74136048 12532
0.221 chr7H 24819204 24823288 4084
0.222 chr7H 74732833 74738306 5473
0.223 chr7H 125174048 125197791 23743
0.224 chr7H 25113620 25118764 5144
0.225 chr7H 25253831 25269259 15428
0.226 chr7H 127085181 127166987 81806
0.228 chr7H 128173612 128179870 6258
0.229 chr7H 77283737 77295500 11763
0.23 chr7H 25818142 25820583 2441
0.231 chr7H 77963557 77966066 2509
0.232 chr7H 26131663 26133872 2209
0.233 chr7H 130998237 131027494 29257
0.234 chr7H 26330638 26331933 1295
0.235 chr7H 132195785 132205634 9849
0.236 chr7H 106352901 106425983 73082
0.237 chr7H 53376826 53378308 1482
0.238 chr7H 107196256 107211244 14988
0.239 chr7H 80706376 80717289 10913
0.24 chr7H 26987125 26987314 189
0.241 chr7H 135705102 135722924 17822
0.242 chr7H 27280893 27283269 2376
0.243 chr7H 218867146 218879033 11887
0.244 chr7H 110026338 110041491 15153
0.245 chr7H 27657951 27659978 2027
0.246 chr7H 221903188 221924289 21101
0.247 chr7H 27861260 27864514 3254
0.248 chr7H 83922255 84121660 199405
0.249 chr7H 168693391 168712365 18974
0.25 chr7H 112911290 112917996 6706
0.251 chr7H 56693277 56698605 5328
0.252 chr7H 28407501 28409681 2180
0.254 chr7H 28772231 28775672 3441
0.255 chr7H 57817651 57819162 1511
0.256 chr7H 144844952 144849569 4617
0.257 chr7H 29129418 29131347 1929
0.258 chr7H 29294582 29302167 7585
0.261 chr7H 59190310 59192080 1770
0.262 chr7H 148829460 148844533 15073
0.264 chr7H 90186174 90194418 8244
0.265 chr7H 90609903 90621021 11118
0.266 chr7H 60769612 60773509 3897
0.267 chr7H 91590684 91595610 4926
0.268 chr7H 61440771 61455937 15166
0.269 chr7H 61702650 61720755 18105
0.27 chr7H 61930156 61934037 3881
0.271 chr7H 186760902 186772972 12070
0.272 chr7H 250126116 250155303 29187
0.273 chr7H 156950647 157085097 134450
0.274 chr7H 126329800 126340240 10440
0.276 chr7H 95284320 95293377 9057
0.277 chr7H 31954808 31955450 642
0.28 chr7H 161652769 161666222 13453
0.281 chr7H 65044877 65051218 6341
0.282 chr7H 130674979 130680181 5202
0.283 chr7H 262465352 262495571 30219
0.284 chr7H 98699629 98706918 7289
0.285 chr7H 132148649 132160462 11813
0.287 chr7H 66593700 66595747 2047
0.288 chr7H 33427331 33429519 2188
0.289 chr7H 100620025 100625356 5331
0.29 chr7H 33744437 33744634 197
0.291 chr7H 33827899 33828096 197
0.292 chr7H 67885018 67887170 2152
0.293 chr7H 34050864 34053897 3033
0.294 chr7H 136732190 136740428 8238
0.295 chr7H 68661092 68662227 1135
0.296 chr7H 137690596 137709509 18913
0.297 chr7H 103601573 103616151 14578
0.298 chr7H 34594386 34594709 323
0.299 chr7H 208792508 208963417 170909
0.3 chr7H 104740312 104755090 14778
0.301 chr7H 70025804 70030891 5087
0.302 chr7H 105413403 105427710 14307
0.303 chr7H 70522309 70524125 1816
0.305 chr7H 35528210 35528443 233
0.306 chr7H 71251657 71252755 1098
0.313 chr7H 36351250 36352460 1210
0.315 chr7H 36563803 36576148 12345
0.316 chr7H 36656548 36657689 1141
0.317 chr7H 36872131 36879727 7596
0.318 chr7H 73827353 73839746 12393
0.32 chr7H 148660852 148665228 4376
0.321 chr7H 260966935 261121578 154643
0.322 chr7H 74683560 74763406 79846
0.323 chr7H 150105886 150111209 5323
0.324 chr7H 37608007 37620437 12430
0.325 chr7H 37749785 37752229 2444
0.326 chr7H 113524050 113552692 28642
0.327 chr7H 151871254 151881623 10369
0.328 chr7H 152292152 152297585 5433
0.331 chr7H 76727038 76733792 6754
0.332 chr7H 231069554 231080781 11227
0.336 chr7H 39052451 39052776 325
0.337 chr7H 195538698 195553402 14704
0.338 chr7H 117588070 117598524 10454
0.339 chr7H 78656913 78659022 2109
0.34 chr7H 118421056 118444697 23641
0.342 chr7H 79350429 79353001 2572
0.345 chr7H 120308402 120318845 10443
0.347 chr7H 40332583 40332993 410
0.348 chr7H 40405014 40406966 1952
0.35 chr7H 40605439 40610797 5358
0.351 chr7H 163028455 163115876 87421
0.352 chr7H 122770216 122782199 11983
0.353 chr7H 40957492 40965280 7788
0.354 chr7H 82230372 82431529 201157
0.355 chr7H 247348049 247400543 52494
0.356 chr7H 123911891 123914046 2155
0.357 chr7H 82894500 82896645 2145
0.358 chr7H 83025250 83033387 8137
0.359 chr7H 166773329 166781121 7792
0.36 chr7H 83512272 83523016 10744
0.361 chr7H 125511338 125522423 11085
0.362 chr7H 42020486 42021668 1182
0.363 chr7H 42080365 42081101 736
0.364 chr7H 126596444 126598910 2466
0.365 chr7H 84639293 84639831 538
0.366 chr7H 169669896 169679337 9441
0.367 chr7H 42514033 42515694 1661
0.369 chr7H 170837133 170890377 53244
0.37 chr7H 42783621 42787017 3396
0.371 chr7H 128861284 128880621 19337
0.372 chr7H 43039157 43048420 9263
0.375 chr7H 43319183 43323624 4441
0.377 chr7H 174172823 174177414 4591
0.378 chr7H 43734611 43735096 485
0.38 chr7H 43887492 43892146 4654
0.381 chr7H 131935761 131941733 5972
0.383 chr7H 132698297 132710671 12374
0.384 chr7H 132925646 132944957 19311
0.385 chr7H 88850801 88852274 1473
0.386 chr7H 267241953 267247826 5873
0.387 chr7H 89412848 89418040 5192
0.388 chr7H 44808351 44808691 340
0.39 chr7H 44992820 44993990 1170
0.391 chr7H 90276273 90277679 1406
0.392 chr7H 45224924 45229866 4942
0.393 chr7H 45278072 45281673 3601
0.396 chr7H 91367191 91380251 13060
0.397 chr7H 91508166 91519424 11258
0.398 chr7H 275226976 275420659 193683
0.399 chr7H 92050558 92097085 46527
0.4 chr7H 138453652 138462832 9180
0.401 chr7H 46263451 46265286 1835
0.402 chr7H 46391922 46394128 2206
0.403 chr7H 139390847 139478969 88122
0.405 chr7H 46684532 46685686 1154
0.406 chr7H 140539041 140722070 183029
0.409 chr7H 47182022 47190801 8779
0.41 chr7H 94762068 94766372 4304
0.412 chr7H 95178431 95190856 12425
0.413 chr7H 95458704 95469299 10595
0.414 chr7H 95575059 95589544 14485
0.415 chr7H 143992145 144005348 13203
0.417 chr7H 240994187 241031639 37452
0.418 chr7H 96811444 96818314 6870
0.419 chr7H 145527064 145533791 6727
0.42 chr7H 48614036 48615037 1001
0.421 chr7H 146149591 146156251 6660
0.423 chr7H 48979407 48984290 4883
0.424 chr7H 98212527 98221598 9071
0.425 chr7H 245926402 245934981 8579
0.426 chr7H 148184802 148201528 16726
0.427 chr7H 148335183 148349115 13932
0.428 chr7H 198456486 198473237 16751
0.429 chr7H 298401172 298412116 10944
0.43 chr7H 199325492 199342123 16631
0.431 chr7H 99927840 99938658 10818
0.432 chr7H 50092332 50120646 28314
0.433 chr7H 200680421 200698857 18436
0.434 chr7H 50281627 50295842 14215
0.436 chr7H 202088037 202108250 20213
0.44 chr7H 152788588 152796249 7661
0.441 chr7H 102094303 102105181 10878
0.442 chr7H 51178670 51180812 2142
0.446 chr7H 51526253 51528389 2136
0.449 chr7H 51814370 51817043 2673
0.452 chr7H 52182036 52193355 11319
0.453 chr7H 104577434 104580989 3555
0.454 chr7H 419287575 419312090 24515
0.455 chr7H 52560031 52562335 2304
0.456 chr7H 52647753 52650066 2313
0.457 chr7H 105598482 105606179 7697
0.458 chr7H 158879314 158889255 9941
0.459 chr7H 53174965 53177256 2291
0.461 chr7H 160294461 160320642 26181
0.462 chr7H 107013155 107027120 13965
0.464 chr7H 107839160 108050123 210963
0.465 chr7H 162115367 162146131 30764
0.466 chr7H 162851048 162853238 2190
0.467 chr7H 217697139 217708592 11453
0.468 chr7H 328138264 328154512 16248
0.469 chr7H 109577479 109581763 4284
0.47 chr7H 220057296 220074598 17302
0.471 chr7H 220972897 220992863 19966
0.472 chr7H 222054772 222058447 3675
0.473 chr7H 333879431 333887794 8363
0.474 chr7H 167904479 167915321 10842
0.475 chr7H 56247111 56249310 2199
0.476 chr7H 56529855 56532052 2197
0.477 chr7H 283595091 283619665 24574
0.478 chr7H 57029630 57030638 1008
0.48 chr7H 114785348 114792040 6692
0.481 chr7H 172820057 172844915 24858
0.482 chr7H 57898325 57903604 5279
0.483 chr7H 232532664 232545927 13263
0.484 chr7H 116820691 116831631 10940
0.485 chr7H 175770962 175777262 6300
0.486 chr7H 58906370 58909157 2787
0.487 chr7H 118279200 118281064 1864
0.488 chr7H 118586145 118713094 126949
0.489 chr7H 59574895 59578109 3214
0.49 chr7H 238946176 238962171 15995
0.491 chr7H 60059780 60060551 771
0.492 chr7H 120454629 120463691 9062
0.493 chr7H 120668864 120671254 2390
0.494 chr7H 242384310 242406093 21783
0.495 chr7H 121697912 121716418 18506
0.496 chr7H 305034404 305048392 13988
0.497 chr7H 122516270 122519537 3267
0.498 chr7H 122805924 122811756 5832
0.499 chr7H 61622929 61624887 1958
0.5 chr7H 61669151 61670670 1519
0.501 chr7H 62001401 62003683 2282
0.502 chr7H 186576293 186585067 8774
0.503 chr7H 311314162 311367154 52992
0.504 chr7H 499989044 500117256 128212
0.505 chr7H 62670401 62670812 411
0.506 chr7H 188456511 188469850 13339
0.507 chr7H 188806754 188827753 20999
0.508 chr7H 189374759 189408483 33724
0.51 chr7H 190156884 190162082 5198
0.511 chr7H 127026071 127038992 12921
0.512 chr7H 191261615 191277940 16325
0.513 chr7H 191615272 191623027 7755
0.514 chr7H 191807558 191808823 1265
0.515 chr7H 128380351 128387092 6741
0.516 chr7H 193023923 193026850 2927
0.517 chr7H 128912082 128944280 32198
0.518 chr7H 129366094 129377310 11216
0.519 chr7H 129481972 129488639 6667
0.52 chr7H 65060779 65062802 2023
0.521 chr7H 130143080 130146538 3458
0.522 chr7H 588197060 588215362 18302
0.523 chr7H 130903845 130908465 4620
0.524 chr7H 459363754 459382285 18531
0.525 chr7H 65859531 65860553 1022
0.526 chr7H 132063818 132068090 4272
0.527 chr7H 198550027 198561372 11345
0.528 chr7H 66218807 66219891 1084
0.529 chr7H 66410488 66415916 5428
0.53 chr7H 133152198 133153530 1332
0.531 chr7H 400500014 400508328 8314
0.532 chr7H 66942883 66947044 4161
0.533 chr7H 67149084 67149230 146
0.534 chr7H 67223891 67224952 1061
0.536 chr7H 67619615 67621478 1863
0.537 chr7H 67727460 67734472 7012
0.538 chr7H 135674028 135690844 16816
0.539 chr7H 136150382 136155779 5397
0.541 chr7H 205040988 205126386 85398
0.544 chr7H 343763440 343780199 16759
0.545 chr7H 68875291 68878110 2819
0.546 chr7H 69084697 69305623 220926
0.548 chr7H 207951165 207955544 4379
0.549 chr7H 139023820 139029896 6076
0.552 chr7H 139859289 139868269 8980
0.553 chr7H 210418257 210423869 5612
0.554 chr7H 562301018 562326128 25110
0.555 chr7H 281888177 281935599 47422
0.556 chr7H 141104887 141110114 5227
0.557 chr7H 212091041 212101698 10657
0.558 chr7H 70962622 70965237 2615
0.559 chr7H 284420926 284562566 141640
0.56 chr7H 71257674 71258237 563
0.561 chr7H 71426610 71427441 831
0.562 chr7H 143017865 143021389 3524
0.563 chr7H 143233776 143241380 7604
0.565 chr7H 215814809 215841491 26682
0.567 chr7H 216806940 216810929 3989
0.569 chr7H 145126708 145137841 11133
0.57 chr7H 72772268 72774015 1747
0.571 chr7H 72917929 72919333 1404
0.572 chr7H 72973513 72975007 1494
0.575 chr7H 220456619 220460555 3936
0.576 chr7H 73612271 73613139 868
0.58 chr7H 297211389 297221835 10446
0.581 chr7H 74459532 74467919 8387
0.582 chr7H 298618027 298629146 11119
0.583 chr7H 224446742 224447994 1252
0.584 chr7H 74904348 74905243 895
0.585 chr7H 225507743 225519949 12206
0.586 chr7H 150580254 150590237 9983
0.589 chr7H 151779046 151787054 8008
0.591 chr7H 76255894 76257071 1177
0.592 chr7H 153250794 153255789 4995
0.593 chr7H 76751415 76762155 10740
0.594 chr7H 230903419 230915475 12056
0.595 chr7H 77327427 77330345 2918
0.596 chr7H 77450699 77455002 4303
0.597 chr7H 310656388 310676067 19679
0.598 chr7H 78066857 78069620 2763
0.599 chr7H 390813034 390836914 23880
0.601 chr7H 78783222 78786222 3000
0.602 chr7H 157743215 157748978 5763
0.603 chr7H 316976212 316986274 10062
0.604 chr7H 317766615 317783050 16435
0.605 chr7H 239266230 239278687 12457
0.606 chr7H 319830512 319837568 7056
0.607 chr7H 80108185 80111311 3126
0.608 chr7H 80640432 80641594 1162
0.609 chr7H 242350590 242430144 79554
0.61 chr7H 162347002 162358504 11502
0.611 chr7H 244097901 244110747 12846
0.612 chr7H 408179679 408191848 12169
0.613 chr7H 245789758 245795086 5328
0.614 chr7H 164302712 164460313 157601
0.615 chr7H 247677381 247703932 26551
0.616 chr7H 248756435 248768131 11696
0.617 chr7H 249806073 249897705 91632
0.618 chr7H 334299153 334304195 5042
0.619 chr7H 83687924 83688669 745
0.62 chr7H 168263601 168268085 4484
0.621 chr7H 338226835 338236090 9255
0.622 chr7H 423694332 423982820 288488
0.623 chr7H 85198537 85200424 1887
0.624 chr7H 256415351 256537916 122565
0.625 chr7H 257874430 257884810 10380
0.626 chr7H 86174535 86175625 1090
0.627 chr7H 173468018 173523153 55135
0.628 chr7H 86964650 86965198 548
0.629 chr7H 262571793 262580425 8632
0.63 chr7H 1141721229 1141761068 39839
0.631 chr7H 88011040 88013702 2662
0.632 chr7H 354919809 354925006 5197
0.633 chr7H 266861401 266864038 2637
0.634 chr7H 625598343 625740715 142372
0.635 chr7H 359271637 359286479 14842
0.637 chr7H 633485861 633525731 39870
0.638 chr7H 455085983 455102891 16908
0.639 chr7H 365662911 365690247 27336
0.64 chr7H 367331328 367357946 26618
0.641 chr7H 184949953 184957210 7257
0.642 chr7H 743802405 743819975 17570
0.643 chr7H 186849708 186850662 954
0.644 chr7H 282358901 282375453 16552
0.645 chr7H 283911390 283925304 13914
0.646 chr7H 285603064 285614383 11319
0.647 chr7H 95635702 95639521 3819
0.648 chr7H 385802160 385824926 22766
0.649 chr7H 389227509 389237567 10058
0.65 chr7H 782742709 782789733 47024
0.651 chr7H 788082382 788196826 114444
0.652 chr7H 397128545 397174840 46295
0.653 chr7H 299803229 299813301 10072
0.654 chr7H 1012961273 1013023955 62682
0.655 chr7H 1439752842 1439782097 29255
0.656 chr7H 829916687 829942475 25788
0.657 chr7H 1050280743 1050376815 96072
0.658 chr7H 1063025256 1063069336 44080
0.659 chr7H 855569954 855579879 9925
0.66 chr7H 972590578 972628145 37567
0.661 chr7H 326102990 326122254 19264
0.662 chr7H 985623087 985658957 35870
0.663 chr7H 1215009928 1215256865 246937
0.664 chr7H 1000564940 1000721918 156978
0.665 chr7H 1233120879 1233171959 51080
0.666 chr7H 564074353 564118974 44621
0.667 chr7H 1024996366 1025138699 142333
0.668 chr7H 917770558 917825718 55160
0.669 chr7H 578796539 578825352 28813
0.67 chr7H 700531692 700541522 9830
0.671 chr7H 587690201 587715287 25086
0.672 chr7H 713251091 713261559 10468
0.673 chr7H 600198455 600220238 21783
0.674 chr7H 604894907 604919102 24195
0.675 chr7H 979654437 979672186 17749
0.676 chr7H 741010297 741047869 37572
0.677 chr7H 1622915839 1623006503 90664
0.678 chr7H 1898453566 1898554528 100962
0.679 chr7H 2054726429 2054784075 57646
0.68 chr7H 1700125650 1700212267 86617
0.681 chr7H 1331268448 1331319676 51228
0.682 chr7H 2701344435 2701776001 431566
0.683 chr7H 2196092236 2196197202 104966
0.684 chr7H 2096333660 2096372456 38796
0.685 chr7H 1706999819 1707065338 65519
0.686 chr7H 1729798802 1729965392 166590
0.687 chr7H 3372571284 3372716260 144976
0.688 chr7H 3143508469 3143575264 66795
0.689 chr7H 3069106548 3069156453 49905
0.69 chr7H 2976017857 2976106693 88836
0.691 chr7H 6129798562 6129997842 199280
0.692 chr7H 10427344075 10427561622 217547
0.693 chr7H 4020053492 4020122809 69317
0.694 chr7H 4331332653 4331419276 86623
0.695 chr7H 2592529522 2592647317 117795
0.696 chr7H 5346438451 5346680417 241966
0.697 chr7H 7810873959 7811154657 280698
0.698 chr7H 5201437760 5201659314 221554
0.699 chr7H 2652076131 2652132184 56053
0.7 chr7H 3532728757 3532801315 72558
0.701 chr7H 5049243366 5049394555 151189
0.702 chr7H 3426362237 3426469157 106920
0.703 chr7H 3045021754 3045104307 82553
0.704 chr7H 3778935905 3779002610 66705
0.705 chr7H 8891207868 8891371325 163457
0.706 chr7H 7071892165 7072050256 158091
0.707 chr7H 6832895526 6832984538 89012
0.708 chr7H 75519600988 75521288813 1687825
0.709 chr7H 23197123098 23197469236 346138
0.71 chr7H 20617837443 20618327964 490521
0.711 chr7H 12716574766 12716687575 112809
0.712 chr7H 11517136310 11517304391 168081
0.713 chr7H 34969439374 34969870533 431159
0.714 chr7H 19159930165 19160103835 173670
0.715 chr7H 7353488885 7353610865 121980
0.716 chr7H 6106815508 6106885386 69878
0.717 chr7H 3950209637 3950226597 16960
0.718 chr7H 3524879399 3524914137 34738
0.719 chr7H 3984645284 3984661348 16064
0.72 chr7H 4889228173 4889265187 37014
0.721 chr7H 5354389998 5354424979 34981
0.722 chr7H 3135388100 3135411691 23591
0.723 chr7H 4944569664 4944618422 48758
0.724 chr7H 2701914614 2701965134 50520
0.725 chr7H 2709982642 2710038412 55770
0.726 chr7H 2721873278 2721891111 17833
0.727 chr7H 2729872806 2729883446 10640
0.728 chr7H 6389605434 6389732543 127109
0.729 chr7H 4119764807 4119800401 35594
0.73 chr7H 7347343027 7347407873 64846
0.731 chr7H 4606054156 4606085155 30999
0.732 chr7H 4623451599 4623505345 53746
0.733 chr7H 4172270634 4172314392 43758
0.734 chr7H 3722601017 3722632997 31980
0.735 chr7H 2330352971 2330360785 7814
0.736 chr7H 1401912011 1401922336 10325
0.737 chr7H 2340714766 2340760503 45737
0.738 chr7H 4226194826 4226233066 38240
0.739 chr7H 3767614181 3767749383 135202
0.74 chr7H 5206201026 5206212247 11221
0.741 chr7H 3321923209 3321952404 29195
0.742 chr7H 7148532887 7148596775 63888
0.743 chr7H 10071517348 10071610482 93134
0.744 chr7H 9646261338 9646297968 36630
0.745 chr7H 3881543163 3881610020 66857
0.746 chr7H 5365023867 5365049912 26045
0.747 chr7H 6370327846 6370369751 41905
0.748 chr7H 2950178691 2950213687 34996
0.749 chr7H 1973661930 1973677551 15621
0.75 chr7H 3463813238 3463839530 26292
0.751 chr7H 7449146081 7449235959 89878
0.752 chr7H 5483181710 5483365210 183500
0.753 chr7H 4499090237 4499129916 39679
0.754 chr7H 6520152083 6520224905 72822
0.755 chr7H 3519680834 3520185216 504382
0.756 chr7H 7059372099 7059664288 292189
0.757 chr7H 6575413082 6575452199 39117
